b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
412	38	72	7	1235	883	236	176	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms191	Shamela0023735-ara1.mARkdown.ms1510	1734	1520	622	يلي اصبهان وي---اخذ طرفا من كورة اصطخر وطرفا من كورة سابور وطرفا من كورة الرجان وحد منه ينتهي الي البيضاء وحد منه ينتهي الي حدود اصبهان وحد من--ه الي حدود خوزستان وحد منه ينتهي الي زم ناحية سابور وكل-ما وقع في---ه من المدن والقري فكانه من عمل اصبهان ومتاخمهم من عمل اصب------------------------هان المازنجان---------------------- وهم من المازنجان الذين هم من زم شهريار وليس منهم-------------- احد في عمل فارس الا وله ---بها ضياع- وقري كثيرة غزيرة واما زم الديوان المعروف بالحسين بن صالح وهو من كورة سابور فان حدا منه ي------لي اردشير خره وثلثة حدوده تنعطف عليها كورة سابور ب فكلما كان من المدن والقري في اضعافه- فهو منها فاما اللوالجان زم -احمد بن الليث وهو في كورة اردشير خره فحد منه يلي البحر ويحيط بثل-ثة حدوده------ كورة اردشير خره وما وقع في اضعافه من القري والمدن فهو منها واما ز-م الكاريان فان حدا منه ------الي سيف بني الصفار وحد منه------ الي زم المازنجان وحد من حدوده-- كرمان وحد منه---- اردشير خره وجميع-ها في اردشير خره	تلي اصبهان وهي تاخذ طرفا من كورة اصطخر وطرفا من كورة ا---------------------رجان فحد---- ينتهي الي البيضاء وحد---- ينتهي الي حدود اصبهان وحد ينتهي الي حدود خوزستان وحد---- ينتهي الي--- ناحية سابور وكل ما وقع في هذه من المدن والقري فمن هذا الرم وي-------تاخمهم في عمل اصبهان الثاني رم شهريار وهو رم البازنجان وهو رم جيل من الاكراد وهم من البازنجان رهط شهري-----------ار وليس من البازنجان هءلاء احد في عمل فارس الا ان لهم بها ضياعا وقري كثيرة ----الثالث رم الزيزان للحس----------ن بن صالح وهو في كورة سابور ف---حد- منه ينتهي الي اردشير خره وتليه حدود تطيف ب----ها كورة سابور وكل -ما كان من المدن والقري في اضعافها فهي منها الرابع رم الريحان لاحمد بن الليث وهي في كورة اردشير خره فحد منه يلي البحر ويحيط بثلاثة حدوده الاخر كورة اردشير خره وما وقع في اضعافه من المدن والقري فهي منه الخامس رم الكاريان ف---حد- منه ينتهي الي سيف بني الصفار وحد منه ينتهي الي رم ال--ريحان وحد يتصل بحدود كرمان و---منه الي اردشير خره وهي كلها في اردشير خره	953.5	191	1510	300	300	6617539007027448519	-3650904136316798641	487	931	66.80988311767578	89	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
890	1427	161	260	1127	1625	209	300	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms196	Shamela0023735-ara1.mARkdown.ms0265	1609	1625	185	اصطخر -مدينة وسطة في وقتنا هذا وسعتها مقدار ميل وهي من اقدم مدن فارس واشهرها وبها كان يكون ملك فارس حتي -حول اردشير الملك الي جور والان فقد خرب اكثرها ويروي في الاخبار ان سليم-ن بن داود عليهما السل-م كان يسير من طبرية اليها من غدوة الي عشية	اصطخر فمدينة وسطة------------- وسعتها مقدار ميل وهي من اقدم مدن فارس واشهرها وبها كان مسكن ملك فارس حتي تحول اردشير ------الي جور وفي بعض---------------------- الاخبار ان سليمان بن داود عليه-- السلام كان يسير من طبرية اليها من غدوة الي عشية	309.0	196	265	300	300	3924727148181756096	1697037045282582522	146	241	76.76348876953125	32	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1127	1	209	0	1605	359	299	67	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms196	Shamela0023735-ara1.mARkdown.ms0266	1609	1589	298	وبها مسجد يعرف بمسجد سليمن وي------------زعم قوم من عوام الفرس الذين لا يرجعون الي تحصيل ان جم الذي كان قبل الضحاك هو سليمن------------- وكان في قديم الايام علي اص------طخر سور قد تهدم وبناءهم من الطين والحجارة والجص علي قدر يسار الباني وقنطرة خراسان خارج---- المدينة علي بابها مما يلي خراسان غير ان وراء القنطرة ابنية ومساكن ليست بقديمة واما سابور فمدينة بناها سابور الملك وهي في السعة نحو اصطخر الا انها اعمر واجمع وايسر اهلا وبناءهم نحو ابنية اصطخر وباصطخر وباء لفساد في هواءها غير ان خارج المدينة صحيح الهواء	وبها مسجد يعرف بمسجد سليمان عليه السلام وزعم قوم من عوام الفرس ان الملك -----------------------الذي كان قبل الضحاك هو سليمان بن داود قال وكان في قديم الايام علي مدينة اصطخر سور ف--تهدم وبناءه- من الطين والحجارة والجص علي قدر يسار الباني وقنطرة خراسان خارجة عن المدينة علي بابها مما يلي خراسان و------وراء القنطرة ابنية ومساكن ليست بقديمة ولا زال -----------------------------------------------------------------------------------------------------------باصطخر وباء الا---------------- ان خارج المدينة صحيح الهواء	494.5	196	266	300	300	3924727148181756096	-2226596199082756204	242	513	58.08966827392578	48	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
403	1209	81	228	907	1578	177	300	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms197	Shamela0023735-ara1.mARkdown.ms0943	1555	1578	265	واما جور فاستحدثها اردشير ويقال ان مكانها كان ماء واقفا كالبحيرة فنذر اردشير ان يبتني مدينة علي الم--------كان الذي يظهر الماء به او بعدوته ويحدث فيها بيت نا-------ر فاحتال في ازالة م-اء ذلك المكان بما فتح من -----مجاريه وابتني -----------به مدينة ------جور وهي قريبة في السعة من اصطخر وسابور ودارابجرد وعليها سور عامر من طين وخندق ولها اربعة ابواب مما يلي المشرق واحد منها يسمي باب مهر ومما يلي المغرب باب بهرام ومما يلي الشمال باب هرمز ومما يلي الجنوب باب اردشير وفي وسط المدينة بناء مثل الدكة يسمي------- الطربال ويعرف بلسان الفرس بايران كنا خره	واما جور فمن بناء اردش-ير ويقال ان ماء-ها كان---- واقفا كالبحيرة فنذر اردشير ان يب-ني مدينة وبيت نار في المكان الذي يظفر فيه-------- بعدو له عينه فظفر به في موضع جور فاحتال في ازالة مياه ذلك المكان بما فتح له من المجاري- و--بني في ذلك المكان مدينة سماها جور وهي قريبة في السعة من اصطخر ول-------------------ها سور و----------------------اربعة ابواب-------------------------------------------------------------------------------------------------------------------- وفي وسط المدينة بناء مثل الدكة تسميه العرب الطربال وتسميه----- الفرس بايوان وكياخره	366.5	197	943	300	300	-8036367184761141716	3580135570157627078	208	549	48.26958084106445	38	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
631	1199	117	231	1082	1562	201	300	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms198	Shamela0023735-ara1.mARkdown.ms2626	1647	1562	311	ومن اجل المدن التي----- بكورة اصطخر مما يلي خراسان كثه وهي حومة يزد وابرقويه وبناحية كرمان الروذان وهريه من شق كرمان ومن ناحية اصبهان كرد والسردن فاما كثه وهي حومة يزد فانها مدينة علي طرف المفازة ولها طيب هواء البرية وصحته وخصب المدن الجبليه ولها رستاق ظ يشتمل علي ----------رخص والغالب علي ابنيتها ازاج الطين وبها مدينة محصنة بحصن وللحصن بابان من حديد ويسمي احده-ا باب اندور والاخر باب المسجد لقربه من------- الجامع وجامعها في الربض ومياههم من القني الا نهرا--- يخرج من ناحية	ومن اجل المدن التي تكون بكورة اصطخر مما يلي خراسان كثة وهي حومة يزد وابرقو-ه وهي مد---------------------------------------------------------------------------------------------ينة علي طرف البري-ة ولها طيب هواء وترب-ة وصح-ة وخصب و--------------لها رساتيق ت-شتمل علي صحة وخصب ورخص والغالب علي ابنيتها ازاج الطين ولها مدينة محصنة بحصن وللحصن بابان من حديد -يسمي احدهما باب ايزد- والاخر باب المسجد لقربه من المسجد الجامع وجامعها في الربض ومياههم من القني الا نهر لهم يخرج من ناحية	520.5	198	2626	300	300	7595379131560415496	-7818763698894095404	249	477	65.19915771484375	46	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1073	68	191	13	1573	454	286	84	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms199	Shamela0023735-ara1.mARkdown.ms1813	1643	1629	342	اردشير خره واكبر مدينة بها بعد شيراز سيراف و---تقارب شيراز في الكبر وبناءهم بالساج وخشب يحمل من بلاد الزنج وابنيتهم طبقات كطبقات مصر فهي علي شفير البحر وفي نحره مشتبكة البنيان كثيرة الاهل يبالغون في نفقات الابنية حتي ان الرجل من --تجارهم لينفق علي داره زيادة علي ثل-ثين الف دينار من غير ان يستسرف ولا يستنكر ذلك له وليس فيما يقاربها ويحيط بها بساتين واشجار وانما -------فواكههم وتوسعهم وطيب عيشهم بما يصل اليهم من مياه ب تفرع من جبل مشرف عليهم يدعي جم وهو اعلي جبل بها تشبه الصرود حاله وسيراف اشد تلك النواحي حرا	اردشير خره فاكبر مدينة بها بعد شيراز سيراف وهي تقارب شيراز في الكبر وبناءهم بالساج وخشب يحمل من بلاد الزنج وابنيتهم طبقات و-----------هي علي شفير البحر--------- مشتبكة البناء- كثيرة الاهل يبالغون في نفقات الابنية حتي ان الرجل من التجار-- لينفق علي داره زيادة علي ثلاثين الف دينار ويعملون في--------------------------------------------------ها بساتين------- وانما سقيها وفواكههم واطيب ماء---------------------هم--------------- من جبل مشرف عليهم يسمي جم وهو اعلي جبل ------به الصرود----- وسيراف اشد تلك المدن حرارة	565.0	199	1813	300	300	3258516156978565213	7143132438089009626	276	513	66.66666412353516	54	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
651	494	114	90	1042	832	185	151	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms199	Shamela0023735-ara1.mARkdown.ms2384	1643	1616	315	وكورة دارابجرد ف---اكبر مدينة بها فسا وهي مدينة مفترشة البناء واسعة الشوارع تقارب في الكبر شيراز الا انها اصح هواء من شيراز واوسع ابنية منها وبناءهم من طين واكثر الخشب في ابنيتهم السرو وهي مدينة قديمة ولها مدينة عليها حصن وخندق ولها ربض واسواقها في ربضها قد خرب الان اكثرها ويجتمع فيها ما يكون في نواحي الصرود والجروم من الثلج والرطب والجوز والاترج الي غير ذلك وساءر المدن بعد دارابجرد متقاربة	-كورة دارابجرد فان اكبر مدن----ها فسا وهي مدينة مفترشة البناء واسعة الشوارع تقارب في الكبر شيراز وهي----- اصح هواء من شيراز واوسع ابنية----- وبناءهم من طين واكثر الخشب في ابنيتهم السرو وهي مدينة قديمة ول------------ها حصن وخندق و----ربض واسواقها في ربضها وهي مدينة ----------يجتمع فيها ما يكون ف------ي الصرود والجروم من البلح والرطب والجوز والاترج و---غير ذلك وباقي --مدن---- دارابجرد متقاربة	538.5	199	2384	300	300	3258516156978565213	-7744035885137393442	257	394	79.9492416381836	48	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1129	545	208	99	1257	676	231	123	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms213	Shamela0023735-ara1.mARkdown.ms2322	1612	1597	127	من الغندجان---- قصبة دشت بارين من البسط والستور والمقاعد واشباه ذلك ما يوازي به عمل الارمني وبها طراز للسلطان ويحمل منها الي الافاق	من الغندجان وهي قصبة دشت بارين من البسط والستور والمقاعد واشباه ذلك ما يوازي به عمل الارمن- وبها طراز للسلطان ويحمل منها الي الافاق	242.5	213	2322	300	300	-9167423609200046578	-1159295950825073451	104	132	96.21212005615234	21	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1274	711	240	131	1477	899	277	165	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms217	Shamela0023735-ara1.mARkdown.ms2648	1593	1708	182	واما كرمان فشرقيها ارض مكران ومفازة ما بين مكران والبحر من وراء البلوص وغربيها ارض فارس وشماليها مفازة خراسان وسجستان وجنوبيها بحر فارس ولها في حد السيرجان دخلة في حد فارس مثل الكم وفيما يلي البحر تقويس	وخراس---ان فشرقيها مكر----ان ومفازة ما بين مكران والبحر من وراء البلوص وغربيها ارض فارس وشماليها مفازة خراس--------ان وجنوبيها بحر فارس ولها في حد السيرجان دخلة في حد فارس مثل الكم وفيما يلي البحر تقويس	351.5	217	2648	300	300	4180338438684591695	-1572786287171703111	148	203	89.6551742553711	31	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
5	888	1	175	692	1522	134	300	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms225	Shamela0023735-ara1.mARkdown.ms3013	1615	1522	526	الصنم ظ في كل سنة بمال عظيم فينفق علي بيت الصنم وعلي سدنته والمعتفكين عليه منهم وسميت الم-لتان باسم الصنم والصنم اسمه الملتان ومكان هذا الصنم في قصر مبني في اعمر موضع بسوق الملت-ان بين سوق العاجيين وصف الصفارين وفي وسط هذا القصر قبة والصنم فيها ومن ---حوالي القبة بيوت يسكنها خدم هذا الصنم ومن اعتكف عليه وليس بالمل----تان من الهند والسند الذين يعبدون الاوثان غير هءلاء السدنة الذين يحوزهم هذا القصر مع هذا الصنم وهذا الصنم صورة علي خلقة الانسان مربع ------علي كرسي من جص واجر وقد البس الصنم---- جلدا يشبه السختيان --احمر فلا يتبين من جسده شء الا عيناه فمنهم من يزعم ان بدنه خشب ومنهم من ي----دفع ذلك غير ا----نه لا يترك بدنه ينكشف------ وعيناه جوهرتان وعلي راسه اكليل من ذهب مرتفع ----علي ذلك الكرسي وقد مد ذراعيه علي ركبتيه	الصنم-- في كل عام بمال عظيم -ينفق علي بيت الصنم----------- والمعتكفين عليه منهم وسمي- المولتان بهذا الصنم و---------------------بيت هذا الصنم--- قصر مبني في اعمر موضع بسوق المولتان بين سوق العاجيين وصف الصفارين وفي وسط هذا القصر قبة------- فيها الصنم وحوالي القبة بيوت يسكنها خدم هذا الصنم ومن يعتكف عليه وليس اهل المولتان من الهند والسند ------يعبدون ال-صنم وليس يعبده ال---ا الذين ----هم -في القصر ------والصنم علي------- صورة -----------انسان جالس متربع علي كرسي من جص واجر وقد البس جميع بدنه جلدا يشبه السختيان الاحمر -لا ي-بين من جثته شء الا عيناه فمنهم من يزعم ان بدنه خشب ومنهم من يزعم غير ذلك الا ان بدنه لا يترك ان-- ينكشف البتة وعيناه جوهرتان وعلي راسه اكليل--- ذهب وهو متربع علي ذلك السرير وقد مد ذراعيه علي ركبتيه	817.5	225	3013	300	300	6128450855029022164	-8404951894350761024	411	726	72.45178985595703	83	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
726	83	141	15	1525	684	282	123	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms225	Shamela0023735-ara1.mARkdown.ms3014	1615	1618	448	وعامة ما يحمل الي هذا الصنم من المال------ ياخذه القرشي الهباري امير الملت-ان وينفق علي السدنة منه كفافهم وقد------------- قصدهم الهند غير وقت للتغلب علي الملتان في انتز-------------اع الصنم منهم فيظاهرون المتغلبين عليهم القاصدين لهم بكسره واحراقه فيرجعون عنهم ولولا ذلك لخربوا الم-لتان وعلي المل-تان حصن وبها منعة وهي خصبة رخيصة الاسعار غير ان المنصورة اخصب----- واعمر منها وسميت الم-لتان بفرج بيت الذهب لانها فتحت في اول الاسلام وكان بالمسلمين اضافة وقحط فوجدوا فيها ذهبا كثيرا فاتسعوا فيها بما وجدوه وفي اهلها رغبة في القران وعلمه والاخذ بالمقارء السبعة والفقه وطلبة الادب والعلم وفيهم جساء وزعارة اخلاق وبخارج المل-تان علي نصف فرسخ منها ابنية كثيرة تعرف بالجندرور -وهي معسكر الامير ولا يدخل الامير منها الي المل-تان الا في يوم الجمعة عند ركوبه الفيل ويدخل فيصلي-------- الجمعة باهلها ويعود علي الفيل الي دار امارته وهو من ولد سامة ابن لءي بن غالب -	وعامة ما يحمل الي هذا الصنم من المال فانما ياخذه--------------- امير المولتان وينفق علي السدنة منه ويرفع الباقي لنفسه واذا قصدهم الهند بحرب او---------------------- انتزاع البلد اخرجوا الصنم واظهروا ------------------------------------كسره واحراقه فيرجعون عنهم ولولا ذلك لخربوا المولتان وعلي المولتان حصن منيع -----وهي خصبة الا-------------- ان المنصورة اخصب منها واعمر وانما سمي- المولتان -فرج بيت الذهب لانها فتحت في اول الاسلام وكان بالمولتان ضيق-- وقحط فوجدوا فيها ذهبا كثيرا فاتسعوا به قال و-----------------------------------------------------------------------------------------------------------------خارج المولتان علي نصف فرسخ----- ابنية كثيرة تسمي ---جندراون وهي معسكر الامير -لا يدخل الامير منها الي المولتان الا--- يوم الجمعة فانه يركب الفيل ويدخل المدينة لصلاة الجمعة واميرهم قرشي من نسل----------------------------- سامة -بن لءي وقد تغلب	654.0	225	3014	300	300	6128450855029022164	509838860849605967	359	852	52.58216094970703	62	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
386	908	72	175	678	1114	127	214	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms226	Shamela0023735-ara1.mARkdown.ms1520	1630	1575	172	الملتان في الكبر وعليها سوران وهي علي ش--ط نهر مهران ايضا و-----هي من ح--د المنصورة خصبة رفهة كثيرة التجارة والديبل من شرقي نهر مهران علي البحر وهي متجر عظيم وتجارتها من وجوه كثيرة وهي فرضة -هذه البلاد وغيرها وزروعهم مباخس وليس لهم كثير شجر ولا نخيل وهو بلد قشف وانما مقامهم--- للتجارة والنيرون مدينة بين	الملتان في الكبر وعليها سوران وهي علي شاطء نهر مهران علي البحر وهي من حدود المنصورة------------------------ والديبل و----------------------------هي متجر و-------------------------------فرضة بهذه البلاد------- وزروعهم مباخس وليس لهم كثير شجر ولا نخ-ل وهو بلد قشف وانما يقيمون به للتجارة وبينه وبين --------	262.0	226	1520	300	300	-5646427702024782173	6549900014061918280	138	305	56.3934440612793	27	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1	1094	0	213	405	1468	72	283	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms228	Shamela0023735-ara1.mARkdown.ms2948	1627	1551	294	عليها------------ رجل يعرف بعيسي بن معدان سهمي-------------ا ومقامه بمدينة كيز وهي مدينة نحو -----نصف ال-ملتان وبها نخيل كثيرة وهي فرضة مكران وبتلك النواحي التيز ويعرف بتيزمكران واكبر مدينة بمكران الفنجبور وبه وبند وقصر قند ودزك وفهلفهره وكلها مدن متقاربة في الاقتصاد وجميعها جروم ولهم رستاق يدع-ي الخروج ومدينته- راسك ورستاق يدعي خرذان وبه- فانيذ كثير وقصب سكر ونخيل وعامة الفانيذ الذي يحمل الي الافاق منها الا شء يحمل ظ--- من ناحية ماسكان	عليها في حدود سنة رجل يعرف بعيسي بن معدان ويسمي بلسانهم مهرا ومقامه بمدينة كيز وهي مدينة نحو من النصف من ملتان وبها نخ-ل كثير -وهي فرضة مكران ف------------------------------------اكبر مدينة بمكران القيربون وبها بيد وقصر فيد ودرك وفهلفهرة -كلها صغار وهي----------------------- جروم ولها رساتيق تسمي الخروج ومدينتها راسك ورستاق يسمي جربان وبها فانيذ----- وقصب سكر ونخيل وعامة الفانيذ الذي يحمل الي الافاق منها الا شء يسير يحمل من ناحية ماسكان	474.0	228	2948	300	300	-1921640280353352169	-3547511903398472299	235	441	66.66666412353516	39	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
1294	751	240	144	1617	1010	300	197	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms229	Shamela0023735-ara1.mARkdown.ms3021	1617	1565	218	مهران ومخرجه من ظهر جبل يخرج منه بعض انهار جيحون وتمده انهار كثيرة وعيون غزيرة ويظهر علي توافره بناحية الملتان فيجري علي حد بسمد ويمر بالرور ثم علي المنصورة حتي يقع في البحر شرقي الديبل وهو نهر كبير عذب جدا و--------فيه التماسيح كتماسيح-- النيل وهو كالنيل في الكبر وجريه ---كجريه بماء الامطار الصيفية ويرتفع علي وجه الارض ثم ينضب فيزرع	مهران------- من ظهر جبل يخرج منه بعض انهار جيحون ف------------------------------يظهر مهران----- بناحية الملتان ------علي حد سمندور و---الرور ثم علي المنصورة ثم- يقع في البحر شرقي الديبل وهو نهر كبير عذب جدا ويقال ان فيه --تماسيح مثل ما في النيل وهو مثله ف--ي الكبر وجريه مثل جريه--------------------- ويرتفع علي وجه الارض ثم ينضب فيزرع	336.0	229	3021	300	300	-1534481002417747165	8353575883011497071	172	336	64.88095092773438	37	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
510	366	89	65	857	614	151	109	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms255	Shamela0023735-ara1.mARkdown.ms2637	1699	1608	187	مدينة متفرقة ليس لها اجتماع المدن وتعرف بكرج ابي دلف وكانت مسكنا له ولاله واولاده الي ان زالت ايامهم وبناءهم كبناء الملوك قصور عالية وابنية واسعة وفضاء وفسحة ولها زروع ومواش وليس بها كثير بساتين ومنت--زهات و--------------فواكههم من بروجرد وغيرها وبناءهم من طين وهي مدينة طويلة نحو--- فرسخين ولها سوقان احدهما علي باب مسجد الجامع وهو مديد طويل وسوق اخر وبينهما صحراء	مدينة متفرقة ليس لها اجتماع المدن وابنيتها ابنية------------------------------------------------------------------ الملوك قصور------------- واسعة متفرقة وهي ذات زر---ع ومواش فاما ال-------بساتين والمتنزهات فليست بها انما فواكههم من بروجرد وغيرها وبناءهم من طين وهي مدينة طويلة نحو من فرسخ و--لها سوقان------- علي باب----- الجامع-------------- وسوق اخر -بينهما صحراء	278.5	255	2637	300	300	-5164737666348265867	-4602037449241066903	152	366	51.0928955078125	27	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
255	1173	45	222	503	1373	84	254	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms256	Shamela0023735-ara1.mARkdown.ms2003	1681	1609	166	واما الصيمرة والسيروان فمدينتان صغيرتان غير ان--------- الغالب علي بناءهما الجص والحجر كمدينة الموصل وتكريت في ابنيتهما------ وفيهما الثمر الكثير والجوز والدستنبويه وما يكون في بلاد الصرود والجروم وفيهما مياه------ واشجار وزروع وهما نزهتان تجري المياه في دورهم ومحا-لهم	واما --صيمرة والسيروان فمدينتان صغيرتان غير ان بنيانهما الغالب عليه------- الجص -------------------------------------والحجارة وفيهما الليمون -----والجوز------------ وما يكون في بلاد الصرود والجروم وفيهما مياه كثيرة واشجار------ وهما نزهتان يجري الماء- في دورهم ومنازلهم	258.0	256	2003	300	300	1884554771342584046	-3518636795165842024	137	270	61.48147964477539	22	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
428	714	73	128	1407	1583	261	300	true	false	-7557224393457781396	-1987561211053828885	Shamela0011780-ara1.mARkdown.ms266	Shamela0023735-ara1.mARkdown.ms0439	1632	1583	618	الخزر فان شرقيه بعض الديلم وطبرستان وجرجان وبعض المفازة التي بين جرجان وخوارزم و---غربيه الران و-----------------حدود السرير وبلاد الخزر وبعض مفازة الغزية وشماليه مفازة الغزية----------------- بناحية سياه كويه وجنوبيه الجيل و----الديلم وما داني ذلك وهذه صورة بحر الخزر ظ ب وهذا البحر ليس له اتصال بشء من البحار التي علي وجه الارض بطريق المادة والاختلاط الا ما يدخل اليه من نهر الروس المعروف باتل وهو متصل بشعبة تفضي منه الي الخليج الخارج من ارض القسطنطينية الي البحر المحيط ولو ان رجلا طاف بهذا البحر لرجع الي مكانه- الذي ابتدا ب-ه لا يمنعه مانع ولا يقطعه قاطع الا --------نهر يجذب اليه ويقع فيه وهو بحر مالح ولا مد ل-ه ولا جز--------ر مظلم قعره---- بخلاف بحر القلزم وغيره لان قعره طين اجن اسن وبحر فارس يتبين في كثير------- من بقاعه ارض------------ه لصفو- ما تحته من الحجارة البيض ولا يرتفع من هذا البحر شء------------------------------------------------------------------- سوي السموك ويركب فيه للتجارة من اراضي المسلمين الي ارض الخزر وهو فيما بين الران والجيل------- وطبرستان وجرجان وليس فيه جز---------يرة مسكونة فيها عمارة كما في غير--------------------------ه جزاءر فيها سكان ومياه ومدن والذي فيه من الجزاءر فيها مياه واشجار ولم يسكنها في الاسلام احد منها جزيرة سياه	الخزر ففي شرقيه بعض الديلم وطبرستان وجرجان وبعض المفازة التي بين جرجان وخوارزم وفي غربيه اللان من جبال القبق الي حدود السرير وبلاد الخزر وبعض مفازة الغزية وشماليه مفازة الغزية وهم صنف من الترك بناحية سياه كو-ه وجنوبيه الجيل وبعض الديلم قال وبح------------------ر الخز---------------ر ليس له اتصال بشء من البحور----- علي وجه الارض ف------------------------------------------------------------------------------------------------------------------------------------------------لو ان رجلا طاف بهذا البحر لرجع الي الموضع الذي ابتدا منه لا يمنعه مان---------------ع الا ان يكون نهر يصب ف-----------يه وهو بحر م-لح -لا مد فيه ولا جزر وهو بحر مظلم قعره طين بخلاف بحر الق---------------------------لزم وبحر فارس فا--ن في بعض المواضع من بحر فارس ربما يري قعره لصفاء ما تحته من الحجارة البيض ولا يرتفع من هذا البحر شء من الجواهر لا لءلء ولا مرجان ولا غيرهما ولا ينتفع بشء مما يخرج منه سوي السم-ك ويركب فيه التجار- من اراضي المسلمين الي ارض الخزر و-----ما بين ار-ان والجيل وجرجان وطبرستا-------ن وليس في هذا البحر جزيرة مسكونة فيها عمارة كما في بحر فارس والروم وغيرهما بل فيه جزاءر فيها غياض ومي------------------------------------اه واشجار ول--يس بها انيس---------- منها جزيرة سياه	944.5	266	439	300	300	-3606480616777888728	-7828551182585116416	491	1172	52.730377197265625	87	Shamela0011780-ara1.mARkdown	Shamela0023735-ara1.mARkdown
